name,age,age_group,bodyweight,snatch_bw,candj_bw,squat_bw,deadlift_bw,snatch_to_cj,cj_to_squat,strength_score,snatch_level,weakness_flag,overall_rank,percentile_rank
Kevin Vega,23.0,Senior,228.0,1.12,1.38,1.82,2.19,0.81,0.76,6.51,Advanced,No Major Imbalance,2502,84
Steven Jaimes,29.0,Senior,205.0,1.2,1.46,1.73,2.12,0.82,0.85,6.51,Advanced,No Major Imbalance,2503,84
Mark Opelka,29.0,Senior,225.0,1.11,1.31,1.84,2.24,0.85,0.71,6.51,Advanced,No Major Imbalance,2504,84
Will Kirk,25.0,Senior,225.0,1.09,1.4,1.8,2.22,0.78,0.78,6.51,Advanced,No Major Imbalance,2504,84
Justin Beliveau,30.0,Senior,235.0,1.04,1.38,1.85,2.23,0.75,0.75,6.51,Advanced,No Major Imbalance,2506,84
Justin Westfall,28.0,Senior,245.0,1.12,1.41,1.94,2.04,0.8,0.73,6.51,Advanced,No Major Imbalance,2507,84
Muhammad Al Deeb,26.0,Senior,220.0,1.11,1.44,1.66,2.3,0.77,0.87,6.51,Advanced,No Major Imbalance,2508,84
Tim Chalmers,27.0,Senior,229.0,1.06,1.3,1.83,2.31,0.82,0.71,6.5,Advanced,No Major Imbalance,2509,84
miles michel,26.0,Senior,290.0,0.98,1.29,2.02,2.21,0.76,0.64,6.5,Intermediate,Weak Clean & Jerk,2510,84
Austin Stack,29.0,Senior,220.0,1.14,1.48,1.84,2.05,0.77,0.8,6.5,Advanced,No Major Imbalance,2510,84
Seth Darst,38.0,Masters I,217.0,1.27,1.47,1.8,1.96,0.86,0.82,6.5,Elite,No Major Imbalance,2512,84
Keith Bussom,39.0,Masters I,221.0,1.13,1.33,1.7,2.33,0.85,0.79,6.49,Advanced,No Major Imbalance,2513,84
Jimmy Steube,27.0,Senior,228.0,1.07,1.4,1.97,2.04,0.77,0.71,6.49,Advanced,No Major Imbalance,2514,84
Alex Matthews,30.0,Senior,235.0,1.04,1.34,1.89,2.21,0.78,0.71,6.49,Advanced,No Major Imbalance,2515,84
Dempsey Tamara,30.0,Senior,225.0,1.14,1.38,1.81,2.16,0.82,0.76,6.49,Advanced,No Major Imbalance,2516,84
Jacob Oldham,27.0,Senior,240.0,1.05,1.31,1.9,2.23,0.8,0.69,6.49,Advanced,Weak Clean & Jerk,2517,84
Homer Maniago,34.0,Senior,185.0,2.21,0.41,3.63,0.24,5.44,0.11,6.49,Elite,Weak Clean & Jerk,2518,84
Anders Galaly,27.0,Senior,216.0,1.13,1.38,1.63,2.35,0.82,0.84,6.49,Advanced,No Major Imbalance,2519,84
Edwin Walker,20.0,Senior,200.0,1.25,1.38,1.66,2.21,0.9,0.83,6.49,Advanced,No Major Imbalance,2520,84
Jason Romero,23.0,Senior,221.0,1.23,1.45,1.81,1.99,0.85,0.8,6.48,Advanced,No Major Imbalance,2521,85
Jonathan Kunze,33.0,Senior,215.0,1.16,1.33,1.94,2.05,0.88,0.68,6.48,Advanced,Weak Clean & Jerk,2522,85
Kyle Mooneyham,28.0,Senior,230.0,1.15,1.37,1.76,2.2,0.84,0.78,6.48,Advanced,No Major Imbalance,2523,85
Casey Clement,29.0,Senior,210.0,1.19,1.31,1.76,2.21,0.91,0.74,6.48,Advanced,No Major Imbalance,2524,85
Dan Hopkins,30.0,Senior,210.0,1.17,1.45,1.93,1.93,0.8,0.75,6.48,Advanced,No Major Imbalance,2524,85
Mark Cherry,30.0,Senior,235.0,1.06,1.32,1.79,2.3,0.81,0.74,6.47,Advanced,No Major Imbalance,2526,85
Michael Vidas,31.0,Senior,242.0,1.19,1.37,1.82,2.1,0.87,0.75,6.47,Advanced,No Major Imbalance,2527,85
Joseph Louis Grondin,33.0,Senior,235.0,1.09,1.34,1.81,2.23,0.81,0.74,6.47,Advanced,No Major Imbalance,2528,85
Jake Whitefield,19.0,Senior,240.0,1.15,1.4,1.83,2.08,0.82,0.77,6.47,Advanced,No Major Imbalance,2529,85
Hunter Lee,27.0,Senior,225.0,1.11,1.33,1.78,2.24,0.83,0.75,6.47,Advanced,No Major Imbalance,2529,85
Bob Smith,31.0,Senior,249.0,1.06,1.39,2.02,1.99,0.77,0.68,6.46,Advanced,Weak Clean & Jerk,2531,85
Christian Congden,22.0,Senior,215.0,1.12,1.4,1.74,2.21,0.8,0.8,6.46,Advanced,No Major Imbalance,2532,85
Cody Fleming,36.0,Masters I,240.0,1.1,1.31,1.9,2.15,0.84,0.69,6.46,Advanced,Weak Clean & Jerk,2533,85
Steve Pinkerton,33.0,Senior,237.0,1.16,1.41,1.73,2.15,0.82,0.82,6.46,Advanced,No Major Imbalance,2534,85
Matthew Bathgate,32.0,Senior,224.0,1.13,1.35,1.81,2.17,0.84,0.75,6.46,Advanced,No Major Imbalance,2535,85
Tj Clouatre,30.0,Senior,220.0,1.14,1.36,1.98,1.98,0.83,0.69,6.45,Advanced,Weak Clean & Jerk,2536,85
Phil Cress,21.0,Senior,220.0,1.11,1.43,1.89,2.02,0.78,0.76,6.45,Advanced,No Major Imbalance,2536,85
David Westenberger,34.0,Senior,220.0,1.09,1.3,1.66,2.41,0.84,0.78,6.45,Advanced,No Major Imbalance,2536,85
Cody Smith,28.0,Senior,215.0,1.2,1.37,1.77,2.12,0.87,0.78,6.45,Advanced,No Major Imbalance,2539,85
Evan Gilham,32.0,Senior,255.0,1.0,1.16,1.94,2.35,0.86,0.6,6.45,Intermediate,Weak Clean & Jerk,2540,85
Jim Walrath,25.0,Senior,235.0,1.09,1.36,1.94,2.06,0.8,0.7,6.45,Advanced,No Major Imbalance,2541,85
Jeb Simmons,40.0,Masters I,204.0,1.19,1.41,1.76,2.08,0.85,0.8,6.45,Advanced,No Major Imbalance,2542,85
John Konye,26.0,Senior,270.0,1.17,1.35,1.83,2.09,0.86,0.74,6.44,Advanced,No Major Imbalance,2543,85
Tom Bodnar,26.0,Senior,225.0,1.09,1.44,1.89,2.02,0.75,0.76,6.44,Advanced,No Major Imbalance,2543,85
Jordan Collier,26.0,Senior,230.0,1.05,1.33,1.91,2.15,0.79,0.69,6.44,Advanced,Weak Clean & Jerk,2545,85
Andy Katzenmoyer,37.0,Masters I,295.0,0.97,1.2,2.1,2.17,0.8,0.57,6.44,Intermediate,Weak Clean & Jerk,2546,85
Derek Blanchard,28.0,Senior,250.0,1.1,1.34,1.9,2.1,0.82,0.71,6.44,Advanced,No Major Imbalance,2547,85
Ben Planck,19.0,Senior,205.0,1.2,1.34,1.93,1.98,0.89,0.7,6.44,Advanced,Weak Clean & Jerk,2548,85
Nick Gagliano,27.0,Senior,230.0,1.2,1.46,1.67,2.11,0.82,0.87,6.43,Advanced,No Major Imbalance,2549,85
Daniel Kereama,36.0,Masters I,228.0,1.07,1.21,1.93,2.22,0.88,0.63,6.43,Advanced,Weak Clean & Jerk,2550,85
Patrick Neal,27.0,Senior,245.0,1.04,1.35,1.9,2.14,0.77,0.71,6.43,Advanced,No Major Imbalance,2551,86
Maxmillion Roache,30.0,Senior,242.0,1.1,1.32,1.82,2.19,0.83,0.73,6.43,Advanced,No Major Imbalance,2552,86
Dan Kerkstra,35.0,Masters I,235.0,1.04,1.34,1.81,2.23,0.78,0.74,6.43,Advanced,No Major Imbalance,2553,86
Jason Assad,32.0,Senior,225.0,1.11,1.31,1.76,2.24,0.85,0.75,6.42,Advanced,No Major Imbalance,2554,86
Daniel Kretzmann,25.0,Senior,250.0,0.98,1.38,1.8,2.26,0.71,0.77,6.42,Intermediate,No Major Imbalance,2555,86
Jameson Lemieux,27.0,Senior,205.0,1.2,1.39,1.73,2.1,0.86,0.8,6.41,Advanced,No Major Imbalance,2556,86
Marvin Nauche,27.0,Senior,207.0,1.17,1.39,1.81,2.03,0.85,0.77,6.41,Advanced,No Major Imbalance,2557,86
Tyler Villwock,30.0,Senior,242.0,1.01,1.24,1.74,2.42,0.82,0.71,6.4,Advanced,No Major Imbalance,2558,86
JD Hemmert,37.0,Masters I,210.0,1.17,1.38,1.93,1.93,0.84,0.72,6.4,Advanced,No Major Imbalance,2559,86
Paul van der Merwe,32.0,Senior,248.0,0.98,1.25,1.96,2.22,0.79,0.64,6.4,Intermediate,Weak Clean & Jerk,2560,86
Nathan Miller,30.0,Senior,232.0,1.08,1.23,1.83,2.26,0.88,0.67,6.4,Advanced,Weak Clean & Jerk,2561,86
Robert Svingos,31.0,Senior,200.0,1.23,1.43,1.77,1.98,0.86,0.8,6.4,Advanced,No Major Imbalance,2562,86
Ryan Tranter,31.0,Senior,231.0,1.05,1.24,1.81,2.29,0.85,0.68,6.4,Advanced,Weak Clean & Jerk,2563,86
Cody Watkins,33.0,Senior,240.0,1.02,1.25,2.02,2.1,0.82,0.62,6.4,Advanced,Weak Clean & Jerk,2564,86
Chris McCue,21.0,Senior,215.0,1.12,1.35,1.6,2.33,0.83,0.84,6.4,Advanced,No Major Imbalance,2565,86
Aaron Carter,25.0,Senior,231.0,1.06,1.24,1.84,2.25,0.85,0.68,6.39,Advanced,Weak Clean & Jerk,2566,86
Pedro Aneses,26.0,Senior,255.0,1.04,1.35,1.9,2.1,0.77,0.71,6.39,Advanced,No Major Imbalance,2567,86
phil Hettlinger,27.0,Senior,230.0,1.07,1.33,1.8,2.2,0.8,0.73,6.39,Advanced,No Major Imbalance,2568,86
Shelby Duncan,22.0,Senior,223.0,1.12,1.26,1.64,2.38,0.89,0.77,6.39,Advanced,No Major Imbalance,2569,86
Jacob Davis,28.0,Senior,235.0,1.13,1.3,1.72,2.23,0.87,0.75,6.38,Advanced,No Major Imbalance,2570,86
Josh Brennand,38.0,Masters I,235.0,1.13,1.34,1.98,1.94,0.84,0.68,6.38,Advanced,Weak Clean & Jerk,2570,86
Josue Zamora,35.0,Masters I,265.0,0.92,1.34,1.87,2.25,0.69,0.72,6.38,Intermediate,Weak Snatch Technique,2572,86
Drew Mahlmeister,29.0,Senior,200.0,1.25,1.48,1.68,1.98,0.85,0.88,6.38,Advanced,No Major Imbalance,2573,86
Brett Simmon,32.0,Senior,233.0,1.09,1.27,1.78,2.23,0.86,0.71,6.37,Advanced,No Major Imbalance,2574,86
Richard Orange,30.0,Senior,230.0,1.09,1.28,1.76,2.24,0.85,0.73,6.37,Advanced,No Major Imbalance,2575,86
Tim Adams,31.0,Senior,223.0,1.14,1.39,1.79,2.04,0.82,0.78,6.37,Advanced,No Major Imbalance,2576,86
Brett Busnardo,27.0,Senior,205.0,1.2,1.46,1.54,2.17,0.82,0.95,6.37,Advanced,No Major Imbalance,2577,86
Danny Bostwick,27.0,Senior,220.0,1.18,1.36,1.75,2.07,0.87,0.78,6.36,Advanced,No Major Imbalance,2578,86
Justin Rodger,32.0,Senior,220.0,1.14,1.36,1.84,2.02,0.83,0.74,6.36,Advanced,No Major Imbalance,2578,86
Kaikaika Teves,27.0,Senior,210.0,1.19,1.43,1.83,1.9,0.83,0.78,6.36,Advanced,No Major Imbalance,2580,86
Kwesi Mitchell,30.0,Senior,234.0,1.08,1.28,1.82,2.18,0.84,0.71,6.35,Advanced,No Major Imbalance,2581,87
Andreas Lindberg,33.0,Senior,243.0,1.14,1.32,1.72,2.18,0.86,0.76,6.35,Advanced,No Major Imbalance,2582,87
tiago heck,38.0,Masters I,225.0,1.19,1.32,1.67,2.17,0.9,0.79,6.35,Advanced,No Major Imbalance,2583,87
Cheston Bogue,33.0,Senior,215.0,1.13,1.33,1.74,2.14,0.85,0.77,6.35,Advanced,No Major Imbalance,2584,87
Karsten Sween,27.0,Senior,230.0,1.11,1.28,1.8,2.15,0.86,0.71,6.35,Advanced,No Major Imbalance,2585,87
megan taylor,27.0,Senior,130.0,1.88,2.04,0.08,2.35,0.92,26.5,6.35,Elite,No Major Imbalance,2586,87
Brett Miller,24.0,Senior,225.0,1.15,1.32,1.81,2.06,0.87,0.73,6.34,Advanced,No Major Imbalance,2587,87
Tyler Meade,29.0,Senior,252.0,1.01,1.13,2.04,2.15,0.89,0.55,6.34,Advanced,Weak Clean & Jerk,2588,87
Paul Mangulis,48.0,Masters I,220.0,1.09,1.34,1.84,2.07,0.81,0.73,6.34,Advanced,No Major Imbalance,2589,87
Joe Villegas,26.0,Senior,235.0,1.11,1.4,1.91,1.91,0.79,0.73,6.34,Advanced,No Major Imbalance,2590,87
Daniel Lancaster,26.0,Senior,280.0,0.87,1.14,1.97,2.36,0.76,0.58,6.34,Intermediate,Weak Clean & Jerk,2591,87
WIlliam mobley,27.0,Senior,206.0,1.21,1.58,2.31,1.24,0.77,0.68,6.33,Advanced,Weak Clean & Jerk,2592,87
Joey Perot,33.0,Senior,270.0,0.94,1.13,2.02,2.24,0.84,0.56,6.33,Intermediate,Weak Clean & Jerk,2593,87
Jaden Cowan,19.0,Senior,210.0,1.17,1.43,1.83,1.9,0.82,0.78,6.33,Advanced,No Major Imbalance,2593,87
Joseph Mcamis,20.0,Senior,285.0,0.98,1.25,1.93,2.16,0.79,0.64,6.33,Intermediate,Weak Clean & Jerk,2595,87
Alex Roman,32.0,Senior,225.0,1.18,1.42,1.67,2.06,0.83,0.85,6.32,Advanced,No Major Imbalance,2596,87
Andreas Bergkvist,27.0,Senior,225.0,1.18,1.32,1.76,2.06,0.89,0.75,6.32,Advanced,No Major Imbalance,2596,87
Matthew Adamcheck,26.0,Senior,235.0,1.02,1.34,1.77,2.19,0.76,0.76,6.32,Advanced,No Major Imbalance,2598,87
Jake Fields,28.0,Senior,205.0,1.22,1.44,1.68,1.98,0.85,0.86,6.32,Advanced,No Major Imbalance,2599,87
Jerry Campbell Jr,26.0,Senior,228.0,1.1,1.38,1.97,1.86,0.79,0.7,6.32,Advanced,No Major Imbalance,2600,87
Jonathan Ortiz,25.0,Senior,228.0,1.1,1.36,1.82,2.04,0.81,0.75,6.32,Advanced,No Major Imbalance,2600,87
Louis Minjares,36.0,Masters I,217.0,1.13,1.27,1.59,2.33,0.89,0.8,6.31,Advanced,No Major Imbalance,2602,87
Chris Dennis,27.0,Senior,240.0,1.02,1.27,1.94,2.08,0.8,0.66,6.31,Advanced,Weak Clean & Jerk,2603,87
Aaron Bell,33.0,Senior,300.0,0.94,1.27,1.92,2.18,0.74,0.66,6.31,Intermediate,Weak Clean & Jerk,2604,87
Matt Alexander,31.0,Senior,262.0,0.94,1.21,1.93,2.23,0.77,0.63,6.31,Intermediate,Weak Clean & Jerk,2605,87
Tyler Metauro,23.0,Senior,290.0,0.91,1.23,2.21,1.95,0.74,0.56,6.3,Intermediate,Weak Clean & Jerk,2606,87
Mike Walters,28.0,Senior,235.0,1.13,1.34,1.85,1.98,0.84,0.72,6.3,Advanced,No Major Imbalance,2607,87
Bo Bray,32.0,Senior,235.0,1.04,1.26,1.89,2.11,0.83,0.66,6.3,Advanced,Weak Clean & Jerk,2607,87
Jared Whitman,32.0,Senior,220.0,1.11,1.25,1.8,2.14,0.89,0.7,6.3,Advanced,Weak Clean & Jerk,2609,87
Sun Chang,32.0,Senior,170.0,1.47,1.85,0.0,2.97,0.79,,6.29,Elite,No Major Imbalance,2610,87
Cody Messinger,21.0,Senior,209.0,1.15,1.32,1.65,2.18,0.87,0.8,6.29,Advanced,No Major Imbalance,2611,88
Max Queale,24.0,Senior,226.0,1.13,1.35,1.79,2.01,0.84,0.75,6.28,Advanced,No Major Imbalance,2612,88
Josh Lehew,34.0,Senior,230.0,1.04,1.24,1.89,2.11,0.84,0.66,6.28,Advanced,Weak Clean & Jerk,2613,88
Joshua Tamblyn,28.0,Senior,255.0,1.02,1.35,2.01,1.9,0.75,0.67,6.28,Advanced,Weak Clean & Jerk,2614,88
Karl giroux,23.0,Senior,219.0,1.12,1.26,1.74,2.17,0.89,0.72,6.28,Advanced,No Major Imbalance,2615,88
Craig Wegert,42.0,Masters I,309.0,1.0,1.32,1.96,2.0,0.76,0.67,6.28,Intermediate,Weak Clean & Jerk,2616,88
Joshua King,29.0,Senior,235.0,1.06,1.3,1.77,2.15,0.82,0.73,6.28,Advanced,No Major Imbalance,2617,88
Tim Bond,29.0,Senior,235.0,1.04,1.21,1.85,2.17,0.86,0.66,6.28,Advanced,Weak Clean & Jerk,2617,88
Rutilo Chavez,25.0,Senior,279.0,0.88,1.24,1.95,2.2,0.71,0.63,6.27,Intermediate,Weak Clean & Jerk,2619,88
Petr Nasonov,28.0,Senior,227.0,1.07,1.36,1.85,1.99,0.79,0.74,6.27,Advanced,No Major Imbalance,2620,88
Trever Hotop,22.0,Senior,225.0,1.07,1.22,2.11,1.87,0.87,0.58,6.27,Advanced,Weak Clean & Jerk,2621,88
Nick Tillman,32.0,Senior,250.0,1.1,1.32,1.81,2.03,0.83,0.73,6.26,Advanced,No Major Imbalance,2622,88
Justin Jones,41.0,Masters I,190.0,1.29,1.24,1.61,2.13,1.04,0.77,6.26,Elite,No Major Imbalance,2623,88
Chad Dietz,33.0,Senior,230.0,1.07,1.33,1.89,1.98,0.8,0.7,6.26,Advanced,No Major Imbalance,2624,88
Daniel Pratt,27.0,Senior,290.0,1.03,1.33,1.88,2.02,0.78,0.71,6.26,Advanced,No Major Imbalance,2625,88
Jason Devlin,19.0,Senior,245.0,1.04,1.32,1.86,2.04,0.79,0.71,6.26,Advanced,No Major Imbalance,2626,88
mitchell lawrence,27.0,Senior,215.0,1.23,1.4,1.65,1.98,0.88,0.85,6.26,Advanced,No Major Imbalance,2627,88
Alex Peterson,23.0,Senior,215.0,1.16,1.33,1.65,2.12,0.88,0.8,6.26,Advanced,No Major Imbalance,2627,88
Richard Miller,24.0,Senior,235.0,1.11,1.26,1.72,2.17,0.88,0.73,6.26,Advanced,No Major Imbalance,2629,88
Mitchell cox,31.0,Senior,225.0,1.18,1.35,1.76,1.96,0.87,0.77,6.25,Advanced,No Major Imbalance,2630,88
Jorge Rodriguez,26.0,Senior,247.0,1.07,1.38,1.87,1.92,0.77,0.74,6.25,Advanced,No Major Imbalance,2631,88
Joseph Casillas,32.0,Senior,225.0,1.07,1.27,1.76,2.16,0.84,0.72,6.24,Advanced,No Major Imbalance,2632,88
OSAYAMEN IMADE,30.0,Senior,238.0,1.07,1.26,1.7,2.21,0.85,0.74,6.24,Advanced,No Major Imbalance,2633,88
Alex Jeffery,25.0,Senior,230.0,1.04,1.3,1.72,2.17,0.8,0.76,6.24,Advanced,No Major Imbalance,2634,88
Kyle McHale,29.0,Senior,255.0,1.0,1.31,1.78,2.14,0.76,0.74,6.24,Intermediate,No Major Imbalance,2635,88
David Alexander,30.0,Senior,255.0,1.0,1.16,1.75,2.33,0.86,0.66,6.24,Intermediate,Weak Clean & Jerk,2635,88
Clark Dendinger,32.0,Senior,217.0,1.17,1.39,1.72,1.96,0.84,0.8,6.24,Advanced,No Major Imbalance,2637,88
Brian Clark,27.0,Senior,235.0,1.02,1.3,1.79,2.13,0.79,0.73,6.23,Advanced,No Major Imbalance,2638,88
Tyler Fox,22.0,Senior,220.0,1.11,1.34,1.75,2.02,0.83,0.77,6.23,Advanced,No Major Imbalance,2639,88
Kyle Schuster,27.0,Senior,242.0,1.0,1.23,1.73,2.26,0.82,0.71,6.23,Advanced,No Major Imbalance,2639,88
Dj Williams,28.0,Senior,221.0,1.13,1.36,1.58,2.15,0.83,0.86,6.22,Advanced,No Major Imbalance,2641,89
Tomi satta,29.0,Senior,227.0,1.07,1.31,1.75,2.09,0.82,0.75,6.22,Advanced,No Major Imbalance,2642,89
Timothy Chan,28.0,Senior,205.0,1.2,1.34,1.61,2.07,0.89,0.83,6.22,Advanced,No Major Imbalance,2643,89
Paul Conboy,24.0,Senior,233.0,1.12,1.29,1.72,2.08,0.87,0.75,6.2,Advanced,No Major Imbalance,2644,89
Kyle DeMasters,32.0,Senior,225.0,1.13,1.38,1.76,1.93,0.82,0.78,6.2,Advanced,No Major Imbalance,2645,89
Chad Weeden,39.0,Masters I,250.0,0.98,1.3,1.9,2.02,0.75,0.68,6.2,Intermediate,Weak Clean & Jerk,2645,89
Tony Neal,33.0,Senior,235.0,1.09,1.28,1.68,2.15,0.85,0.76,6.19,Advanced,No Major Imbalance,2647,89
Jarrod Bowe,41.0,Masters I,216.0,1.13,1.33,1.69,2.04,0.85,0.79,6.19,Advanced,No Major Imbalance,2648,89
LeRoy Gardner,34.0,Senior,265.0,0.92,1.3,1.89,2.08,0.71,0.69,6.19,Intermediate,Weak Clean & Jerk,2649,89
John Strickland,33.0,Senior,275.0,0.93,1.22,1.8,2.24,0.76,0.68,6.18,Intermediate,Weak Clean & Jerk,2650,89
Andrew Crippen,29.0,Senior,220.0,1.11,1.39,1.75,1.93,0.8,0.79,6.18,Advanced,No Major Imbalance,2650,89
Max Willoughby,29.0,Senior,230.0,1.07,1.26,1.78,2.07,0.84,0.71,6.17,Advanced,No Major Imbalance,2652,89
Jeff Lewis,33.0,Senior,231.0,1.13,1.36,1.75,1.93,0.83,0.78,6.17,Advanced,No Major Imbalance,2653,89
Fraser O'Neill,29.0,Senior,215.0,1.12,1.33,1.6,2.12,0.84,0.83,6.17,Advanced,No Major Imbalance,2654,89
Ben Whitney,22.0,Senior,210.0,1.14,1.36,1.69,1.98,0.84,0.8,6.17,Advanced,No Major Imbalance,2655,89
Geoff Rainsford,28.0,Senior,304.0,0.95,1.18,1.97,2.05,0.81,0.6,6.16,Intermediate,Weak Clean & Jerk,2656,89
Ryan Maslen,29.0,Senior,216.0,1.2,1.33,1.74,1.89,0.91,0.77,6.16,Advanced,No Major Imbalance,2657,89
Robert Rykovich,27.0,Senior,218.0,1.15,1.38,1.77,1.86,0.83,0.78,6.15,Advanced,No Major Imbalance,2658,89
Anthony Colletti,32.0,Senior,240.0,1.02,1.27,1.77,2.08,0.8,0.72,6.15,Advanced,No Major Imbalance,2659,89
Todd Denlinger,28.0,Senior,275.0,0.91,1.15,1.73,2.36,0.79,0.66,6.15,Intermediate,Weak Clean & Jerk,2660,89
Jake Bagby,37.0,Masters I,275.0,0.87,1.22,1.87,2.18,0.72,0.65,6.15,Intermediate,Weak Clean & Jerk,2660,89
adam beckingham,33.0,Senior,236.0,1.05,1.26,1.92,1.92,0.83,0.66,6.14,Advanced,Weak Clean & Jerk,2662,89
Jonathan Moore,28.0,Senior,290.0,0.88,1.12,1.88,2.26,0.78,0.6,6.14,Intermediate,Weak Clean & Jerk,2663,89
Austin Lause,20.0,Senior,230.0,1.09,1.35,1.85,1.85,0.81,0.73,6.13,Advanced,No Major Imbalance,2664,89
Matthew Brown,33.0,Senior,280.0,0.91,1.2,1.88,2.14,0.76,0.64,6.13,Intermediate,Weak Clean & Jerk,2665,89
Tyler Oleksak,34.0,Senior,227.0,1.12,1.32,1.7,1.98,0.85,0.78,6.12,Advanced,No Major Imbalance,2666,89
Mitch Stokes,28.0,Senior,220.0,1.11,1.3,1.68,2.02,0.85,0.78,6.12,Advanced,No Major Imbalance,2667,89
Ben Rushing,23.0,Senior,205.0,1.2,1.27,1.68,1.98,0.94,0.75,6.12,Advanced,No Major Imbalance,2668,89
Dustin Wilhite,26.0,Senior,220.0,1.2,1.39,1.7,1.82,0.87,0.81,6.11,Advanced,No Major Imbalance,2669,89
Zach Brown,26.0,Senior,220.0,1.14,1.3,1.48,2.2,0.88,0.88,6.11,Advanced,No Major Imbalance,2669,89
Joe Peacock,38.0,Masters I,265.0,0.92,1.11,1.87,2.21,0.83,0.6,6.11,Intermediate,Weak Clean & Jerk,2671,90
Trevor Denning,26.0,Senior,275.0,0.93,1.07,1.95,2.16,0.86,0.55,6.11,Intermediate,Weak Clean & Jerk,2672,90
Chad Benko,32.0,Senior,280.0,0.95,1.23,1.79,2.14,0.77,0.69,6.11,Intermediate,Weak Clean & Jerk,2673,90
Michael Pfeiffer,35.0,Masters I,245.0,0.98,1.2,1.82,2.1,0.81,0.66,6.1,Intermediate,Weak Clean & Jerk,2674,90
James Hugo,35.0,Masters I,255.0,1.0,1.29,1.76,2.04,0.77,0.73,6.1,Intermediate,No Major Imbalance,2675,90
Michael Manis,31.0,Senior,215.0,1.14,1.33,1.79,1.84,0.86,0.74,6.09,Advanced,No Major Imbalance,2676,90
Matt Martin,26.0,Senior,225.0,1.13,1.33,1.76,1.87,0.85,0.76,6.09,Advanced,No Major Imbalance,2677,90
Alden Settoon,28.0,Senior,225.0,1.09,1.22,1.76,2.02,0.89,0.7,6.09,Advanced,Weak Clean & Jerk,2677,90
Lucas Parker,25.0,Senior,185.0,1.57,1.86,2.65,0.0,0.84,0.7,6.09,Elite,No Major Imbalance,2679,90
Brian Kichton,24.0,Senior,250.0,1.0,1.32,1.74,2.02,0.76,0.76,6.08,Intermediate,No Major Imbalance,2680,90
David Jacques,28.0,Senior,250.0,0.98,1.26,1.78,2.06,0.78,0.71,6.08,Intermediate,No Major Imbalance,2680,90
Bradley Miller,41.0,Masters I,255.0,0.96,1.16,1.78,2.18,0.83,0.65,6.08,Intermediate,Weak Clean & Jerk,2682,90
Felipe Chuahy,23.0,Senior,207.0,1.17,1.28,1.71,1.92,0.92,0.75,6.08,Advanced,No Major Imbalance,2683,90
Andrew Pfeiffer,27.0,Senior,260.0,0.98,1.25,1.87,1.98,0.78,0.67,6.08,Intermediate,Weak Clean & Jerk,2684,90
Will Peddie,31.0,Senior,247.0,1.04,1.29,1.78,1.96,0.81,0.72,6.07,Advanced,No Major Imbalance,2685,90
Scott O'Reilly,35.0,Masters I,230.0,1.04,1.24,1.76,2.02,0.84,0.7,6.07,Advanced,No Major Imbalance,2686,90
Ryan Ochoa,31.0,Senior,188.0,1.41,1.09,1.57,1.99,1.29,0.69,6.06,Elite,Weak Clean & Jerk,2687,90
George Terrell,23.0,Senior,235.0,1.11,1.34,1.77,1.85,0.83,0.76,6.06,Advanced,No Major Imbalance,2687,90
Keenan Kelsey,31.0,Senior,235.0,1.11,1.34,1.77,1.85,0.83,0.76,6.06,Advanced,No Major Imbalance,2687,90
James WIllett,26.0,Senior,245.0,1.02,1.16,1.73,2.14,0.88,0.67,6.06,Advanced,Weak Clean & Jerk,2690,90
Chris Brookins,29.0,Senior,225.0,1.08,1.24,1.8,1.93,0.86,0.69,6.05,Advanced,Weak Clean & Jerk,2691,90
Michael O'Brien,39.0,Masters I,235.0,1.05,1.34,1.72,1.94,0.78,0.78,6.05,Advanced,No Major Imbalance,2692,90
Chris Kille,32.0,Senior,230.0,1.09,1.37,1.74,1.85,0.79,0.79,6.04,Advanced,No Major Imbalance,2693,90
Sean Heenan,28.0,Senior,235.0,1.09,1.34,1.72,1.89,0.81,0.78,6.04,Advanced,No Major Imbalance,2694,90
Bryn Herrin,35.0,Masters I,240.0,1.0,1.19,1.77,2.08,0.84,0.67,6.04,Intermediate,Weak Clean & Jerk,2695,90
Ryan Brack,30.0,Senior,245.0,1.0,1.2,1.65,2.18,0.83,0.73,6.04,Intermediate,No Major Imbalance,2696,90
Michael Mckenzie,33.0,Senior,237.0,1.03,1.27,1.52,2.22,0.82,0.83,6.03,Advanced,No Major Imbalance,2697,90
brandon delafosse,38.0,Masters I,233.0,1.03,1.18,1.74,2.08,0.87,0.68,6.03,Advanced,Weak Clean & Jerk,2698,90
David Barnett,27.0,Senior,243.0,1.05,1.32,1.77,1.89,0.8,0.74,6.03,Advanced,No Major Imbalance,2699,90
Patrick Crummey,34.0,Senior,230.0,1.04,1.2,1.72,2.07,0.87,0.7,6.02,Advanced,Weak Clean & Jerk,2700,90
Joseph Mariano,27.0,Senior,275.0,0.91,1.11,1.82,2.18,0.82,0.61,6.02,Intermediate,Weak Clean & Jerk,2701,91
James Felty,34.0,Senior,219.0,1.1,1.39,1.53,1.99,0.79,0.91,6.0,Advanced,No Major Imbalance,2702,91
Bryce Wakefield,24.0,Senior,240.0,1.06,1.31,1.77,1.85,0.81,0.74,6.0,Advanced,No Major Imbalance,2703,91
